ID,Type,Product Code,Name,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (g),Length (cm),Width (cm),Height (cm),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,Attribute 3 name,Attribute 3 value(s),Attribute 3 visible,Attribute 3 global,Attribute 4 name,Attribute 4 value(s),Attribute 4 visible,Attribute 4 global,Meta: _last_editor_used_jetpack,Meta: _wp_page_template,Meta: pageview,Meta: _pos_visibility,Meta: making_charges,Meta: _making_charges,Meta: making_charges_discount,Meta: _making_charges_discount
,simple,GOM_BBS_1M-1000-28,Rustic Glamour Ottiyanam,1,0,visible,Rustic Glamour: Adorn yourself with this stunning waistband that exudes a rustic and vintage charm.,"Add a touch of rustic glamour to your ethnic look with the Ottiyanam, featuring a stunning design with intricate gold craftsmanship and a rustic finish that exudes charm and sophistication, making it the perfect accessory for any special occasion.",,,taxable,,1,100,,0,0,108.39,,,,1,,,,"All, All > Gold > Ottiyanam, All > Gold, Hot products, Hot products > New products",22kt,,"https://thiaworld.com/wp-content/uploads/2023/09/TW_GOM_BBS_1M-28.webp,https://thiaworld.com/wp-content/uploads/2023/09/TW_GOM_BBS_2M-28.webp,https://thiaworld.com/wp-content/uploads/2023/09/TW_GOM_BBS_3M-28.webp",,,,,,,,,0,Gold,22KT Gold,1,1,Value Added,23.90%,1,1,Discount,9.20%,1,1,GST,3%,1,1,,default,,,12,field_64388362b0faf,,field_643882cfb0fac
,simple,GOM_BBS_1M-1000-29,Flawless Craftsmanship Ottiyanam,1,0,visible,Flawless Craftsmanship: This exquisite waistband showcases the flawless craftsmanship of skilled artisans.,"Experience flawless craftsmanship with the Ottiyanam, featuring intricate gold detailing and a stunning design that exudes sophistication and elegance, making it the perfect addition to your traditional Indian jewelry collection.",,,taxable,,1,100,,0,0,189.4,,,,1,,,,"All, All > Gold > Ottiyanam, All > Gold, Hot products, Hot products > New products",22kt,,"https://thiaworld.com/wp-content/uploads/2023/09/TW_GOM_BBS_1M-29.webp,https://thiaworld.com/wp-content/uploads/2023/09/TW_GOM_BBS_2M-29.webp,https://thiaworld.com/wp-content/uploads/2023/09/TW_GOM_BBS_3M-29.webp",,,,,,,,,0,Gold,22KT Gold,1,1,Value Added,23.90%,1,1,Discount,9.20%,1,1,GST,3%,1,1,,default,,,12,field_64388362b0faf,,field_643882cfb0fac
,simple,GOM_BBS_1M-1000-30,Classic Charm Ottiyanam,1,0,visible,Classic Charm: Add a touch of classic charm to your attire with this beautiful Lakshmi waistband.,"Embrace the classic charm of traditional Indian jewelry with the Classic Charm Ottiyanam, featuring a stunning design with intricate gold detailing and a touch of shimmering stones that add a timeless elegance to your ethnic attire.",,,taxable,,1,100,,0,0,237.28,,,,1,,,,"All, All > Gold > Ottiyanam, All > Gold, Hot products, Hot products > New products",22kt,,"https://thiaworld.com/wp-content/uploads/2023/09/TW_GOM_BBS_1M-30.webp,https://thiaworld.com/wp-content/uploads/2023/09/TW_GOM_BBS_2M-30.webp,https://thiaworld.com/wp-content/uploads/2023/09/TW_GOM_BBS_3M-30.webp",,,,,,,,,0,Gold,22KT Gold,1,1,Value Added,23.90%,1,1,Discount,9.20%,1,1,GST,3%,1,1,,default,,,12,field_64388362b0faf,,field_643882cfb0fac
,simple,GOM_BBS_1M-1000-31,Captivating Elegance Ottiyanam,1,0,visible,Captivating Elegance: This elegant waistband will make you stand out with its captivating design and intricate details.,"Add a touch of captivating elegance to your traditional look with the Captivating Elegance Ottiyanam, featuring a stunning design with intricate gold craftsmanship and sparkling stones that exudes sophistication and glamour.",,,taxable,,1,100,,0,0,140.61,,,,1,,,,"All, All > Gold > Ottiyanam, All > Gold, Hot products, Hot products > New products",22kt,,"https://thiaworld.com/wp-content/uploads/2023/09/TW_GOM_BBS_1M-31.webp,https://thiaworld.com/wp-content/uploads/2023/09/TW_GOM_BBS_2M-31.webp,https://thiaworld.com/wp-content/uploads/2023/09/TW_GOM_BBS_3M-31.webp",,,,,,,,,0,Gold,22KT Gold,1,1,Value Added,23.80%,1,1,Discount,9.10%,1,1,GST,3%,1,1,,default,,,12,field_64388362b0faf,,field_643882cfb0fac
,simple,GOM_BBS_1M-1000-33,Antique Lakshmi Ottiyanam,1,0,visible,Antique Lakshmi Ottiyanam: This antique waistband is a timeless piece of jewelry that showcases the beauty of Lakshmi.,"Add a touch of vintage charm to your ethnic look with the Antique Lakshmi Ottiyanam, featuring a beautiful Lakshmi pendant and intricate gold detailing that exudes elegance and sophistication.",,,taxable,,1,100,,0,0,251.0,,,,1,,,,"All, All > Gold > Ottiyanam, All > Gold, Hot products, Hot products > New products",22kt,,"https://thiaworld.com/wp-content/uploads/2023/09/TW_GOM_BBS_1M-33.webp,https://thiaworld.com/wp-content/uploads/2023/09/TW_GOM_BBS_2M-33.webp,https://thiaworld.com/wp-content/uploads/2023/09/TW_GOM_BBS_3M-33.webp",,,,,,,,,0,Gold,22KT Gold,1,1,Value Added,23.80%,1,1,Discount,9.10%,1,1,GST,3%,1,1,,default,,,12,field_64388362b0faf,,field_643882cfb0fac
,simple,GOM_BBS_1M-1000-34,Timeless Traditional Ottiyanam,1,0,visible,Timeless Traditional Waistband: Embrace tradition with this timeless waistband that exudes classic elegance.,Timeless Traditional Waistband: Embrace tradition with the classic elegance of timeless Ottiyanam.,,,taxable,,1,100,,0,0,260.0,,,,1,,,,"All, All > Gold > Ottiyanam, All > Gold, Hot products, Hot products > New products",22kt,,"https://thiaworld.com/wp-content/uploads/2023/09/TW_GOM_BBS_1M-34.webp,https://thiaworld.com/wp-content/uploads/2023/09/TW_GOM_BBS_2M-34.webp,https://thiaworld.com/wp-content/uploads/2023/09/TW_GOM_BBS_3M-34.webp",,,,,,,,,0,Gold,22KT Gold,1,1,Value Added,23.80%,1,1,Discount,9.10%,1,1,GST,3%,1,1,,default,,,12,field_64388362b0faf,,field_643882cfb0fac
,simple,GOM_BBS_1M-1000-35,Auspicious Lakshmi Ottiyanam,1,0,visible,"This auspicious gold ottiyanam features a Lakshmi motif design, representing good fortune, prosperity, and purity, perfect for adding a touch of traditional charm to any bridal outfit.","Add a touch of divine beauty to your traditional look with the Auspicious Lakshmi Ottiyanam, featuring a stunning Lakshmi pendant and intricate gold craftsmanship that exudes elegance and sophistication.",,,taxable,,1,100,,0,0,274.0,,,,1,,,,"All, All > Gold > Ottiyanam, All > Gold, Hot products, Hot products > New products",22kt,,"https://thiaworld.com/wp-content/uploads/2023/09/TW_GOM_BBS_1M-35.webp,https://thiaworld.com/wp-content/uploads/2023/09/TW_GOM_BBS_2M-35.webp,https://thiaworld.com/wp-content/uploads/2023/09/TW_GOM_BBS_3M-35.webp",,,,,,,,,0,Gold,22KT Gold,1,1,Value Added,23.80%,1,1,Discount,9.10%,1,1,GST,3%,1,1,,default,,,12,field_64388362b0faf,,field_643882cfb0fac
,simple,GOM_BBS_1M-1000-36,Gajalakshmi Baby Ottiyanam,1,0,visible,"Celebrate the beauty of motherhood with the Gajalakshmi Baby Ottiyanam, featuring a charming design with a baby Ganesha and Lakshmi on either side, and intricate gold detailing that adds a touch of traditional elegance to your ethnic attire.","This adorable baby ottiyanam features a Gajalakshmi design, symbolizing good luck, prosperity, and fertility, perfect for a traditional and auspicious baby shower or naming ceremony.",,,taxable,,1,100,,0,0,73.47,,,,1,,,,"All, All > Gold > Ottiyanam, All > Gold, Hot products, Hot products > New products",22kt,,"https://thiaworld.com/wp-content/uploads/2023/09/TW_GOM_BBS_1M-36.webp,https://thiaworld.com/wp-content/uploads/2023/09/TW_GOM_BBS_2M-36.webp,https://thiaworld.com/wp-content/uploads/2023/09/TW_GOM_BBS_3M-36.webp",,,,,,,,,0,Gold,22KT Gold,1,1,Value Added,23.80%,1,1,Discount,8.10%,1,1,GST,3%,1,1,,default,,,12,field_64388362b0faf,,field_643882cfb0fac
,simple,GOM_BBS_1M-1000-37,Antique Peacock Ottiyanam,1,0,visible,"This beautiful gold ottiyanam features an antique peacock design, symbolizing beauty, grace, and elegance, perfect for adding a touch of traditional charm to any bridal ensemble.","Add a touch of vintage charm to your traditional look with the Antique Peacock Ottiyanam, featuring a beautiful peacock design and intricate gold detailing that exudes elegance and sophistication.",,,taxable,,1,100,,0,0,191.68,,,,1,,,,"All, All > Gold > Ottiyanam, All > Gold, Hot products, Hot products > New products",22kt,,"https://thiaworld.com/wp-content/uploads/2023/09/TW_GOM_BBS_1M-37.webp,https://thiaworld.com/wp-content/uploads/2023/09/TW_GOM_BBS_2M-37.webp,https://thiaworld.com/wp-content/uploads/2023/09/TW_GOM_BBS_3M-37.webp",,,,,,,,,0,Gold,22KT Gold,1,1,Value Added,23.80%,1,1,Discount,9.10%,1,1,GST,3%,1,1,,default,,,12,field_64388362b0faf,,field_643882cfb0fac
,simple,GOM_BBS_1M-1000-38,Lakshmi Ottiyanam,1,0,visible,"This exquisite gold ottiyanam features a Lakshmi motif design, representing good fortune, prosperity, and purity, perfect for a traditional and auspicious bridal look.","Invoke the blessings of the goddess of wealth and prosperity with the Lakshmi Ottiyanam, featuring a stunning Lakshmi pendant and intricate gold craftsmanship that adds a touch of traditional elegance to your ethnic attire.",,,taxable,,1,100,,0,0,234.84,,,,1,,,,"All, All > Gold > Ottiyanam, All > Gold, Hot products, Hot products > New products",22kt,,"https://thiaworld.com/wp-content/uploads/2023/09/TW_GOM_BBS_1M-38.webp,https://thiaworld.com/wp-content/uploads/2023/09/TW_GOM_BBS_2M-38.webp,https://thiaworld.com/wp-content/uploads/2023/09/TW_GOM_BBS_3M-38.webp",,,,,,,,,0,Gold,22KT Gold,1,1,Value Added,23.80%,1,1,Discount,8.10%,1,1,GST,3%,1,1,,default,,,12,field_64388362b0faf,,field_643882cfb0fac
,simple,GOM_BBS_1M-1000-39,Traditional Yet Stylish Ottiyanam,1,0,visible,Add a touch of tradition to your wardrobe with this handcrafted piece.,Elevate your ethnic attire with  Artisanal Ottiyanam - A beautifully handcrafted piece that adds a touch of elegance to your look.,,,taxable,,1,100,,0,0,232.82,,,,1,,,,"All, All > Gold > Ottiyanam, All > Gold, Hot products, Hot products > New products",22kt,,"https://thiaworld.com/wp-content/uploads/2023/09/TW_GOM_BBS_1M-39.webp,https://thiaworld.com/wp-content/uploads/2023/09/TW_GOM_BBS_2M-39.webp,https://thiaworld.com/wp-content/uploads/2023/09/TW_GOM_BBS_3M-39.webp",,,,,,,,,0,Gold,22KT Gold,1,1,Value Added,23.80%,1,1,Discount,9.10%,1,1,GST,3%,1,1,,default,,,12,field_64388362b0faf,,field_643882cfb0fac
,simple,GOM_BBS_1M-1000-40,Artisanal Ottiyanam,1,0,visible,"This artisanal gold ottiyanam features handcrafted designs and motifs, showcasing the skill and creativity of traditional Indian artisans, perfect for adding a unique and personal touch to any bridal look.",Add a touch of exotic charm to your look with  Versatile Ottiyanam - A stunning piece of jewelry that can be worn as a waist ornament or necklace.,,,taxable,,1,100,,0,0,303.73,,,,1,,,,"All, All > Gold > Ottiyanam, All > Gold, Hot products, Hot products > New products",22kt,,"https://thiaworld.com/wp-content/uploads/2023/09/TW_GOM_BBS_1M-40.webp,https://thiaworld.com/wp-content/uploads/2023/09/TW_GOM_BBS_2M-40.webp,https://thiaworld.com/wp-content/uploads/2023/09/TW_GOM_BBS_3M-40.webp",,,,,,,,,0,Gold,22KT Gold,1,1,Value Added,23.80%,1,1,Discount,9.10%,1,1,GST,3%,1,1,,default,,,12,field_64388362b0faf,,field_643882cfb0fac
,simple,GOM_BBS_1M-1000-41,Exotic Gold Ottiyanam,1,0,visible,"This exotic gold ottiyanam features intricate designs and motifs, showcasing the beauty and craftsmanship of traditional Indian jewelry, perfect for adding a touch of luxury and elegance to any bridal ensemble.",Make a statement with Ottiyanam with Rich Look and Versatile Necklace - A luxurious accessory that adds glamour to any outfit.,,,taxable,,1,100,,0,0,291.45,,,,1,,,,"All, All > Gold > Ottiyanam, All > Gold, Hot products, Hot products > New products",22kt,,"https://thiaworld.com/wp-content/uploads/2023/09/TW_GOM_BBS_1M-41.webp,https://thiaworld.com/wp-content/uploads/2023/09/TW_GOM_BBS_2M-41.webp,https://thiaworld.com/wp-content/uploads/2023/09/TW_GOM_BBS_3M-41.webp",,,,,,,,,0,Gold,22KT Gold,1,1,Value Added,23.80%,1,1,Discount,9.10%,1,1,GST,3%,1,1,,default,,,12,field_64388362b0faf,,field_643882cfb0fac
,simple,GOM_BBS_1M-1000-42,Versatile Ottiyanam,1,0,visible,Add a touch of elegance to your look with this versatile piece of jewelry.,Versatile Ottiyanam is the perfect accessory for any occasion - Wear it as a waistband or necklace to add a touch of elegance to your look.,,,taxable,,1,100,,0,0,136.63,,,,1,,,,"All, All > Gold > Ottiyanam, All > Gold, Hot products, Hot products > New products",22kt,,"https://thiaworld.com/wp-content/uploads/2023/09/TW_GOM_BBS_1M-42.webp,https://thiaworld.com/wp-content/uploads/2023/09/TW_GOM_BBS_2M-42.webp,https://thiaworld.com/wp-content/uploads/2023/09/TW_GOM_BBS_3M-42.webp",,,,,,,,,0,Gold,22KT Gold,1,1,Value Added,23.70%,1,1,Discount,8.70%,1,1,GST,3%,1,1,,default,,,12,field_64388362b0faf,,field_643882cfb0fac
,simple,GOM_BBS_1M-1000-43,Luxurious Lakshmi Ottiyanam,1,0,visible,"This luxurious gold ottiyanam features a Lakshmi motif design, symbolizing prosperity and good luck, perfect for adding a touch of traditional elegance to any bridal ensemble.","Embrace traditional charm with the Luxurious Lakshmi Ottiyanam, featuring an exquisite Lakshmi pendant and intricate gold detailing that adds a touch of timeless elegance to your ethnic attire.",,,taxable,,1,100,,0,0,159.13,,,,1,,,,"All, All > Gold > Ottiyanam, All > Gold, Hot products, Hot products > New products",22kt,,"https://thiaworld.com/wp-content/uploads/2023/09/TW_GOM_BBS_1M-43.webp,https://thiaworld.com/wp-content/uploads/2023/09/TW_GOM_BBS_2M-43.webp,https://thiaworld.com/wp-content/uploads/2023/09/TW_GOM_BBS_3M-43.webp",,,,,,,,,0,Gold,22KT Gold,1,1,Value Added,23.70%,1,1,Discount,8.70%,1,1,GST,3%,1,1,,default,,,12,field_64388362b0faf,,field_643882cfb0fac
,simple,GOM_BBS_1M-1000-44,Radiant Eminent Gold Ottiyanam,1,0,visible,"This radiant gold ottiyanam features an eminent design, showcasing intricate details and adding a touch of regal elegance to any traditional bridal look.","Add a touch of regal elegance to your traditional look with the Radiant Eminent Gold Ottiyanam, featuring a stunning design with shimmering stones and intricate gold craftsmanship that exudes timeless glamour and sophistication.",,,taxable,,1,100,,0,0,90.92,,,,1,,,,"All, All > Gold > Ottiyanam, All > Gold, Hot products, Hot products > New products",22kt,,"https://thiaworld.com/wp-content/uploads/2023/09/TW_GOM_BBS_1M-44.webp,https://thiaworld.com/wp-content/uploads/2023/09/TW_GOM_BBS_2M-44.webp,https://thiaworld.com/wp-content/uploads/2023/09/TW_GOM_BBS_3M-44.webp",,,,,,,,,0,Gold,22KT Gold,1,1,Value Added,23.70%,1,1,Discount,7.70%,1,1,GST,3%,1,1,,default,,,12,field_64388362b0faf,,field_643882cfb0fac
,simple,GOM_BBS_1M-1000-45,Antique Peacock Ottiyanam,1,0,visible,Add a touch of vintage charm to your attire with this exquisite piece of jewelry.,Antique Peacock Ottiyanam is a stunning piece of jewelry that showcases intricate design and craftsmanship - Perfect for those who appreciate vintage charm.,,,taxable,,1,100,,0,0,188.73,,,,1,,,,"All, All > Gold > Ottiyanam, All > Gold, Hot products, Hot products > New products",22kt,,"https://thiaworld.com/wp-content/uploads/2023/09/TW_GOM_BBS_1M-45.webp,https://thiaworld.com/wp-content/uploads/2023/09/TW_GOM_BBS_2M-45.webp,https://thiaworld.com/wp-content/uploads/2023/09/TW_GOM_BBS_3M-45.webp",,,,,,,,,0,Gold,22KT Gold,1,1,Value Added,23.70%,1,1,Discount,8.70%,1,1,GST,3%,1,1,,default,,,12,field_64388362b0faf,,field_643882cfb0fac
,simple,GOM_BBS_1M-1000-46,Royal Waist Ornament,1,0,visible,"This royal waist ornament, also known as a vaddanam, features intricate designs and motifs, showcasing the opulence and grandeur of traditional Indian jewelry, perfect for adding a touch of regal elegance to any bridal ensemble.", Royal Waist Ottiyanam is a stunning piece of jewelry that exudes opulence and elegance - Perfect for those who want to make a statement.,,,taxable,,1,100,,0,0,184.48,,,,1,,,,"All, All > Gold > Ottiyanam, All > Gold, Hot products, Hot products > New products",22kt,,"https://thiaworld.com/wp-content/uploads/2023/09/TW_GOM_BBS_1M-46.webp,https://thiaworld.com/wp-content/uploads/2023/09/TW_GOM_BBS_2M-46.webp,https://thiaworld.com/wp-content/uploads/2023/09/TW_GOM_BBS_3M-46.webp",,,,,,,,,0,Gold,22KT Gold,1,1,Value Added,23.70%,1,1,Discount,8.70%,1,1,GST,3%,1,1,,default,,,12,field_64388362b0faf,,field_643882cfb0fac
,simple,GOM_BBS_1M-1000-47,Swinging Lakshmi Ottiyanam,1,0,visible,"This swinging Lakshmi ottiyanam features a beautiful and intricate design with a swinging pendant, symbolizing good fortune, prosperity, and purity, perfect for adding a touch of traditional charm and elegance to any bridal look.",Swinging LakshmiOttiyanam is a beautifully crafted waistband that showcases the goddess of wealth and prosperity - A must-have accessory for those who appreciate divine symbolism.,,,taxable,,1,100,,0,0,296.55,,,,1,,,,"All, All > Gold > Ottiyanam, All > Gold, Hot products, Hot products > New products",22kt,,"https://thiaworld.com/wp-content/uploads/2023/09/TW_GOM_BBS_1M-47.webp,https://thiaworld.com/wp-content/uploads/2023/09/TW_GOM_BBS_2M-47.webp,https://thiaworld.com/wp-content/uploads/2023/09/TW_GOM_BBS_3M-47.webp",,,,,,,,,0,Gold,22KT Gold,1,1,Value Added,23.70%,1,1,Discount,8.70%,1,1,GST,3%,1,1,,default,,,12,field_64388362b0faf,,field_643882cfb0fac
,simple,GOM_BBS_1M-1000-48,Trendy Lakshmi Ottiyanam,1,0,visible,"This trendy Lakshmi ottiyanam features a contemporary design with a Lakshmi motif, perfect for modern brides looking to add a touch of traditional charm to their bridal ensemble.",Trendy Lakshmi Ottiyanam is the perfect accessory for those who want to add a touch of fashion and style to their ethnic attire - A must-have for any trendy wardrobe.,,,taxable,,1,100,,0,0,257.6,,,,1,,,,"All, All > Gold > Ottiyanam, All > Gold, Hot products, Hot products > New products",22kt,,"https://thiaworld.com/wp-content/uploads/2023/09/TW_GOM_BBS_1M-48.webp,https://thiaworld.com/wp-content/uploads/2023/09/TW_GOM_BBS_2M-48.webp,https://thiaworld.com/wp-content/uploads/2023/09/TW_GOM_BBS_3M-48.webp",,,,,,,,,0,Gold,22KT Gold,1,1,Value Added,23.70%,1,1,Discount,8.70%,1,1,GST,3%,1,1,,default,,,12,field_64388362b0faf,,field_643882cfb0fac
,simple,GOM_BBS_1M-1000-49,Divine Gajalakshmi Ottiyanam,1,0,visible,"This divine Gajalakshmi ottiyanam features a depiction of the goddess Lakshmi with two elephants, symbolizing good fortune, wealth, and fertility, perfect for a traditional and auspicious bridal look.",Divine GajalakshmiOttiyanam is a stunning piece of jewelry that showcases the goddess of wealth and prosperity - Perfect for those who appreciate divine symbolism.,,,taxable,,1,100,,0,0,229.9,,,,1,,,,"All, All > Gold > Ottiyanam, All > Gold, Hot products, Hot products > New products",22kt,,"https://thiaworld.com/wp-content/uploads/2023/09/TW_GOM_BBS_1M-49.webp,https://thiaworld.com/wp-content/uploads/2023/09/TW_GOM_BBS_2M-49.webp,https://thiaworld.com/wp-content/uploads/2023/09/TW_GOM_BBS_3M-49.webp",,,,,,,,,0,Gold,22KT Gold,1,1,Value Added,23.70%,1,1,Discount,8.70%,1,1,GST,3%,1,1,,default,,,12,field_64388362b0faf,,field_643882cfb0fac
,simple,GOM_BBS_1M-1000-50,Traditional Lakshmi Ottiyanam,1,0,visible,"This traditional Lakshmi ottiyanam features a classic and timeless design with intricate details and a Lakshmi motif, perfect for a bride who wants to embrace the richness and cultural heritage of traditional Indian jewelry.","Embrace the essence of traditional beauty with the Traditional Lakshmi Ottiyanam, featuring a stunning Lakshmi pendant and intricate gold detailing that exudes timeless elegance and charm.",,,taxable,,1,100,,0,0,143.3,,,,1,,,,"All, All > Gold > Ottiyanam, All > Gold, Hot products, Hot products > New products",22kt,,"https://thiaworld.com/wp-content/uploads/2023/09/TW_GOM_BBS_1M-50.webp,https://thiaworld.com/wp-content/uploads/2023/09/TW_GOM_BBS_2M-50.webp,https://thiaworld.com/wp-content/uploads/2023/09/TW_GOM_BBS_3M-50.webp",,,,,,,,,0,Gold,22KT Gold,1,1,Value Added,23.70%,1,1,Discount,8.70%,1,1,GST,3%,1,1,,default,,,12,field_64388362b0faf,,field_643882cfb0fac
,simple,GOM_BBS_1M-1000-51,Antique  Peafowl Ottiyanam,1,0,visible,"This antique peafowl ottiyanam features a beautiful and intricate design inspired by the majestic peacock, symbolizing beauty, grace, and royalty, perfect for adding a vintage touch to a bridal ensemble.", Antique Peafowl Ottiyanam is a stunning piece of jewelry that showcases intricate design and craftsmanship - Perfect for those who appreciate vintage charm.,,,taxable,,1,100,,0,0,146.06,,,,1,,,,"All, All > Gold > Ottiyanam, All > Gold, Hot products, Hot products > New products",22kt,,"https://thiaworld.com/wp-content/uploads/2023/09/TW_GOM_BBS_1M-51.webp,https://thiaworld.com/wp-content/uploads/2023/09/TW_GOM_BBS_2M-51.webp,https://thiaworld.com/wp-content/uploads/2023/09/TW_GOM_BBS_3M-51.webp",,,,,,,,,0,Gold,22KT Gold,1,1,Value Added,23.70%,1,1,Discount,8.70%,1,1,GST,3%,1,1,,default,,,12,field_64388362b0faf,,field_643882cfb0fac
,simple,GOM_BBS_1M-1000-52,Shiny Annapakshi Ottiyanam,1,0,visible,"This shiny Annapakshi ottiyanam features a bird motif that is often associated with purity and devotion, making it a popular choice for bridal wear, particularly in South India. The intricate and sparkling design is perfect for adding an elegant touch to a traditional bridal look.",Shiny Annapakshi Ottiyanam is a beautifully crafted accessory that will make your little one stand out - Perfect for special occasions and family events.,,,taxable,,1,100,,0,0,61.41,,,,1,,,,"All, All > Gold > Ottiyanam, All > Gold, Hot products, Hot products > New products",22kt,,"https://thiaworld.com/wp-content/uploads/2023/09/TW_GOM_BBS_1M-52.webp,https://thiaworld.com/wp-content/uploads/2023/09/TW_GOM_BBS_2M-52.webp,https://thiaworld.com/wp-content/uploads/2023/09/TW_GOM_BBS_3M-52.webp",,,,,,,,,0,Gold,22KT Gold,1,1,Value Added,23.90%,1,1,Discount,8.80%,1,1,GST,3%,1,1,,default,,,12,field_64388362b0faf,,field_643882cfb0fac
,simple,GOM_BBS_1M-1000-53,Rustic Gajalakshmi Ottiyanam,1,0,visible,"This rustic Gajalakshmi ottiyanam features an antique finish and intricate details that lend it a traditional and timeless look. The depiction of Goddess Lakshmi is considered auspicious and brings prosperity, making this waist ornament a popular choice for bridal wear in South India.",Rustic Gajalakshmi Ottiyanam is a stunning piece of jewelry that showcases expert craftsmanship and high-quality diamonds - Perfect for those who appreciate luxury and glamour.,,,taxable,,1,100,,0,0,118.65,,,,1,,,,"All, All > Gold > Ottiyanam, All > Gold, Hot products, Hot products > New products",22kt,,"https://thiaworld.com/wp-content/uploads/2023/09/TW_GOM_BBS_1M-53.webp,https://thiaworld.com/wp-content/uploads/2023/09/TW_GOM_BBS_2M-53.webp,https://thiaworld.com/wp-content/uploads/2023/09/TW_GOM_BBS_3M-53.webp",,,,,,,,,0,Gold,22KT Gold,1,1,Value Added,23.90%,1,1,Discount,8.80%,1,1,GST,3%,1,1,,default,,,12,field_64388362b0faf,,field_643882cfb0fac
,simple,GOM_BBS_1M-1000-54,Sacred Gajalakshmi Ottiyanam,1,0,visible,"The sacred Gajalakshmi ottiyanam is a waist ornament featuring a beautifully crafted depiction of Goddess Lakshmi, surrounded by elephants on either side. Considered highly auspicious, this traditional piece is often worn during weddings and other special occasions in South India.",Sacred Gajalakshmi Ottiyanam is a stunning piece of jewelry that showcases the goddess of wealth and prosperity - Perfect for those who appreciate divine symbolism.,,,taxable,,1,100,,0,0,159.15,,,,1,,,,"All, All > Gold > Ottiyanam, All > Gold, Hot products, Hot products > New products",22kt,,"https://thiaworld.com/wp-content/uploads/2023/09/TW_GOM_BBS_1M-54.webp,https://thiaworld.com/wp-content/uploads/2023/09/TW_GOM_BBS_2M-54.webp,https://thiaworld.com/wp-content/uploads/2023/09/TW_GOM_BBS_3M-54.webp",,,,,,,,,0,Gold,22KT Gold,1,1,Value Added,23.90%,1,1,Discount,8.80%,1,1,GST,3%,1,1,,default,,,12,field_64388362b0faf,,field_643882cfb0fac
,simple,GOM_BBS_1M-1000-55,Thiru Mayil Ottiyanam,1,0,visible,"Thiru Mayil Ottiyanam is a traditional waist ornament, popularly worn in South India, which features a beautifully crafted depiction of a peacock. Known for its intricate design and detailing, this ottiyanam is often worn during weddings and other auspicious occasions as a symbol of grace and beauty.",Thiru Mayil Ottiyanam is a stunning piece of jewelry that showcases intricate design and craftsmanship - Perfect for those who appreciate traditional charm.,,,taxable,,1,100,,0,0,170.22,,,,1,,,,"All, All > Gold > Ottiyanam, All > Gold, Hot products, Hot products > New products",22kt,,"https://thiaworld.com/wp-content/uploads/2023/09/TW_GOM_BBS_1M-55.webp,https://thiaworld.com/wp-content/uploads/2023/09/TW_GOM_BBS_2M-55.webp,https://thiaworld.com/wp-content/uploads/2023/09/TW_GOM_BBS_3M-55.webp",,,,,,,,,0,Gold,22KT Gold,1,1,Value Added,23.90%,1,1,Discount,8.80%,1,1,GST,3%,1,1,,default,,,12,field_64388362b0faf,,field_643882cfb0fac
,simple,GOM_BBS_1M-1000-56,Lakshmi Ottiyanam,1,0,visible,Lakshmi Ottiyanam is a traditional waist ornament worn by women in South India during weddings and other auspicious occasions.,Lakshmi Ottiyanam is a stunning piece of jewelry that showcases the goddess of wealth and prosperity - Perfect for those who appreciate divine symbolism.,,,taxable,,1,100,,0,0,122.05,,,,1,,,,"All, All > Gold > Ottiyanam, All > Gold, Hot products, Hot products > New products",22kt,,"https://thiaworld.com/wp-content/uploads/2023/09/TW_GOM_BBS_1M-56.webp,https://thiaworld.com/wp-content/uploads/2023/09/TW_GOM_BBS_2M-56.webp,https://thiaworld.com/wp-content/uploads/2023/09/TW_GOM_BBS_3M-56.webp",,,,,,,,,0,Gold,22KT Gold,1,1,Value Added,23.90%,1,1,Discount,8.80%,1,1,GST,3%,1,1,,default,,,12,field_64388362b0faf,,field_643882cfb0fac
,simple,GOM_BBS_1M-1000-57,Engraved Ottiyanam,1,0,visible,"Engraved Ottiyanam is a type of traditional South Indian waist ornament, typically made of gold, that features intricate engravings or carvings of traditional motifs and designs.",Engraved Ottiyanam is a beautifully crafted piece of jewelry that can be personalized to make it uniquely yours - Perfect for those who appreciate personalized touches.,,,taxable,,1,100,,0,0,88.25,,,,1,,,,"All, All > Gold > Ottiyanam, All > Gold, Hot products, Hot products > New products",22kt,,"https://thiaworld.com/wp-content/uploads/2023/09/TW_GOM_BBS_1M-57.webp,https://thiaworld.com/wp-content/uploads/2023/09/TW_GOM_BBS_2M-57.webp,https://thiaworld.com/wp-content/uploads/2023/09/TW_GOM_BBS_3M-57.webp",,,,,,,,,0,Gold,22KT Gold,1,1,Value Added,23.90%,1,1,Discount,7.80%,1,1,GST,3%,1,1,,default,,,12,field_64388362b0faf,,field_643882cfb0fac
